A,age,education,pre_income,income,employed
0,43,15,5.089116120463741,4.0344464849416495,1
1,39,16,1.8108625092867687,3.5649060220678366,0
1,49,16,1.6504660985943596,6.614080542384129,0
1,39,14,6.983543404268239,5.746763048194433,1
1,40,17,7.166246673471153,6.911504539201872,0
1,50,10,2.2228468094579386,2.079373255516037,0
0,41,15,2.1490060480663864,0.9044329287598374,0
1,46,13,2.22807146292487,3.0461501645121616,0
0,24,11,1.2394292893016543,1.3505829883527616,0
0,43,18,4.586752072728724,5.303374732467879,0
0,30,9,3.3047070546282757,3.743033352640134,0
0,34,13,7.3318360742325845,8.241953773612114,1
1,51,10,6.918370524983124,9.216337590345479,1
0,46,9,7.939916307778469,9.815789942435142,0
0,28,12,2.821341850985147,2.8983653567299825,0
0,20,14,1.1936569099720362,2.4689178182256493,1
0,27,15,3.2935448938404708,3.1313147706034528,0
0,44,13,7.357592012787681,6.450848049229596,1
1,53,11,5.256199630568462,5.7608249792262605,0
0,23,18,2.0398133867930333,3.704073769828672,0
1,55,12,5.44068616014226,4.6699332338863755,1
0,43,14,6.675020022594203,6.77216747749357,1
1,53,18,4.3529275041495,5.002431482714094,1
0,34,14,4.475865000107515,4.04242879105513,0
1,28,10,3.415193567584862,2.1813375256112844,0
1,27,9,4.568627572482044,3.849094361924109,0
1,47,11,6.374795672677518,6.726225577439512,0
1,22,18,4.720161893280464,5.0763359548013325,1
1,54,12,1.6569804711896043,2.9600018829111603,0
1,52,12,4.986294768210163,6.99900555133862,0
0,46,10,6.572298816372848,6.9296621962925435,0
0,36,18,7.675920151822124,7.197812660129452,1
1,24,16,2.4181433597614226,2.812991000523699,0
